"rank","lemma","translit","pos","gloss_en","combined_zipf","subs_fpm","forum_fpm","subs_zipf","forum_zipf","doc_dispersion_subs","doc_dispersion_forum","register_skew","is_proper","forms_collapsed"
"539","მოწევა","mots'eva","verb","to smoke, to pull","5.285","187.88","197.35","5.274","5.295","0.3088","0.0260","0","0","ვეწევი,მოწევა,ეწევა,ვეწეოდი,ეწევი,ეწევიან,ეწეოდა,მოწევის"
"540","ზოგი","zogi","pron","some, a few","5.283","72.55","507.73","4.861","5.706","0.2353","0.0913","0","0","ზოგი,ზოგს,ზოგ,ზოგმა,ზოგიც,ზოგისთვის,ზოგზე,ზოგის"
"541","ზრდა","zrda","verb","to grow, to increase","5.282","146.96","249.42","5.167","5.397","0.3088","0.0408","0","0","იზრდება,ზრდის,ზრდას,ზრდიან,იზრდებოდა,იზრდებიან,ზრდით,ვზრდი"
"542","კანონი","k'anoni","noun","law, rule","5.281","146.96","248.69","5.167","5.396","0.3088","0.0367","0","0","კანონი,კანონის,კანონით,კანონები,კანონს,კანონში,კანონებს,კანონების"
"543","გაცნობა","gatsnoba","verb","to get acquainted, to introduce","5.279","258.57","139.60","5.413","5.145","0.3529","0.0351","0","0","გავიცანი,გაეცანით,გავეცანი,გაიცნო,გაეცნოთ,გაეცნო,გაეცანი,გავიცნოთ"
"544","საჭმელი","sach'meli","noun","food, meal","5.276","243.69","146.39","5.387","5.166","0.2941","0.0291","0","0","საჭმელი,საჭმელს,საჭმლის,საჭმელად,საჭმელები,საჭმელზე,საჭმელია,საჭმელის"
"545","ჰგავს","hgavs","verb","to resemble, to look like","5.275","225.09","157.57","5.352","5.197","0.5000","0.0425","0","0","გავს,ჰგავს,გავდეს,გავხარ,ჰგავდეს"
"546","ასვლა","asvla","verb","to ascend, to climb, to go up","5.273","169.28","207.62","5.229","5.317","0.3529","0.0485","0","0","ადის,ავედი,ავიდა,ავა,ასვლა,ავიდეს,ახვალ,ავალ"
"547","ანგარიში","angarishi","noun","report, account, bill","5.271","165.56","210.37","5.219","5.323","0.2647","0.0364","0","0","ანგარიში,ანგარიშზე,ანგარიშის,ანგარიშით,ანგარიშს,ანგარიშების,ანგარიშები,ანგარიშებს"
"548","სიტუაცია","sit'uatsia","noun","situation","5.270","128.36","270.32","5.108","5.432","0.2941","0.0621","0","0","სიტუაცია,სიტუაციაა,სიტუაციაში,სიტუაციას,სიტუაციის,სიტუაციებში,სიტუაციიდან,სიტუაციები"
"549","ვერც","verts","particle","neither, nor (with inability)","5.270","117.19","295.80","5.069","5.471","0.2794","0.0685","0","0","ვერც"
"550","მჭირს","mchirs","verb","to suffer from, to be wrong with","5.269","184.16","187.45","5.265","5.273","0.3088","0.0438","0","0","მჭირს,ჭირს,გჭირს,სჭირს,მჭირდა,გჭირთ,ჭირდა,სჭირდა"
"551","აღიარება","aghiareba","verb","to recognize, to acknowledge, to confess","5.268","306.94","112.11","5.487","5.050","0.4706","0.0290","0","0","ვაღიარებ,აღიარება,აღიარებს,აღიარა,აღიარეს,ვაღიაროთ,აღიარე,აღიარებენ"
"552","მართლაც","martlats","adv","indeed","5.267","210.21","162.70","5.323","5.211","0.4412","0.0420","0","0","მართლაც,მარტლაც"
"553","ქალბატონი","kalbat'oni","noun","lady, madam","5.266","567.37","60.04","5.754","4.778","0.5882","0.0144","0","0","ქალბატონი,ქალბატონო,ქალბატონს,ქალბატონ,ქალბატონებო,ქალბატონები,ქალბატონმა,ქალბატონებს"
"554","ვიდეო","video","noun","video","5.265","50.23","675.29","4.701","5.829","0.1176","0.1148","0","0","ვიდეო,ვიდეოს,ვიდეოები,ვიდეოში,ვიდეოებს,ვიდეოა,ვიდეოების,ვიდეოზე"
"555","უფროსი","uprusi","adj","boss, superior, elder","5.264","429.71","78.56","5.633","4.895","0.4853","0.0138","0","0","უფროსი,უფროს,უფროსია,უფროსად,უმფროსი,უფროსო,უფროსმა,უფროსის"
"556","ბანკი","bank'i","noun","bank","5.263","169.28","198.45","5.229","5.298","0.2353","0.0286","0","0","ბანკის,ბანკი,ბანკში,ბანკს,ბანკები,ბანკიდან,ბანკმა,ბანკებს"
"557","ხე","khe","noun","tree, wood","5.263","191.60","175.17","5.282","5.243","0.3529","0.0265","0","0","ხის,ხე,ხეები,ხეზე,ხეს,ხეების,ხეებს,ხეა"
"558","ჰა","ha","particle","huh?, what?, here (interjection)","5.259","318.10","103.86","5.503","5.016","0.2794","0.0274","0","0","ჰა,ჰააა,ჰაააა"
"559","მიხარია","mikharia","verb","to be glad, to be happy","5.259","202.76","162.89","5.307","5.212","0.3382","0.0446","0","0","მიხარია,გამიხარდა,გამიხარდება,უხარია,გიხარია,უხარიათ,გაუხარდება,გამეხარდა"
"560","ცხოველი","tskhoveli","noun","animal, beast","5.259","165.56","199.37","5.219","5.300","0.2647","0.0210","0","0","ცხოველი,ცხოველები,ცხოველების,ცხოველის,ცხოველებს,ცხოველთა,ცხოველს,ცხოველია"
"561","გაგზავნა","gagzavna","verb","sending, dispatch","5.259","247.41","133.00","5.393","5.124","0.5441","0.0286","0","0","გაგზავნა,აგზავნის,გავაგზავნე,იგზავნება,აგზავნიან,გავუგზავნე,უგზავნის,ვაგზავნი"
"562","დასვენება","dasveneba","verb","to rest, to relax","5.259","243.69","135.02","5.387","5.130","0.4412","0.0330","0","0","დასვენება,დასვენების,დასასვენებლად,დავისვენე,ვისვენებ,დაისვენებ,დაასვენო,ისვენებს"
"563","თანხა","tankha","noun","amount, sum, money","5.258","83.71","392.41","4.923","5.594","0.2059","0.0644","0","0","თანხა,თანხის,თანხას,თანხები,თანხით,თანხების,თანხაზე,თანხებს"
"564","მართვა","martva","noun","to manage, to govern, to drive","5.257","173.00","189.10","5.238","5.277","0.3676","0.0234","0","0","მართვის,მართვა,მართვაზე,მართვაც,მართვაა,იმართება,მართავს,მართვას"
"565","წინააღმდეგ","tsinaaghmdeg","adv","against, opposite","5.256","310.66","104.41","5.492","5.019","0.4706","0.0234","0","0","წინააღმდეგ,წინაამღდეგ,წინააღდეგ"
"567","დაშვება","dashveba","verb","to allow, to admit, to assume","5.255","228.81","141.44","5.359","5.151","0.5000","0.0363","0","0","დავუშვათ,დაუშვა,დაშვება,ეშვება,დაშვების,დავუშვი,დაუშვეს,დაუშვებს"
"568","საიტი","sait'i","noun","website, site","5.255","39.06","826.72","4.592","5.917","0.0588","0.1357","0","0","საიტი,საიტზე,საიტის,საიტს,საიტებზე,საიტები,საიტიდან,საიტია"
"569","შესაძლებელი","shesadzlebeli","adj","possible","5.254","94.87","339.07","4.977","5.530","0.2941","0.0767","0","0","შესაძლებელია,შესაძლებელი,ებელია,შესაზლებელია,შესაძლებელს,სესაძლებელია"
"570","მკვდარი","mk'vdari","adj","dead","5.252","440.87","72.32","5.644","4.859","0.5588","0.0192","0","0","მკვდარი,მკვდარია,მკვდარ,მკვდრები,მკვდარს,მკვდარივით,მკუდარი,მკვდარიც"
"571","შიში","shishi","noun","fear, dread","5.251","206.48","153.90","5.315","5.187","0.3971","0.0231","0","0","შიში,შიშით,შიშის,შიშები,შიშს,შიშისგან,შიშიც,შიშებს"
"572","წამალი","ts'amali","noun","medicine, drug, remedy","5.251","94.87","334.85","4.977","5.525","0.1912","0.0404","0","0","წამალი,წამლები,წამლის,წამალს,წამლების,წამლებს,წამალია,წამლებით"
"573","პროცესი","p'rotsesi","noun","process","5.251","102.31","310.47","5.010","5.492","0.2059","0.0551","0","0","პროცესი,პროცესში,პროცესს,პროცესის,პროცესია,პროცესების,პროცესები,პროცესებს"
"574","შეწყვეტა","shets'q'vet'a","verb","to stop, to cease, to discontinue","5.251","452.03","70.12","5.655","4.846","0.5147","0.0167","0","0","შეწყვიტა,შეწყვიტე,შეწყდა,შევწყვიტე,შეწყვიტეთ,შეწყვეტის,შეწყდება,შეწყვიტოს"
"575","ოცნება","otsneba","noun","dream","5.248","292.05","107.52","5.465","5.031","0.3382","0.0195","0","0","ოცნება,ოცნების,ოცნებას,ოცნებაა,ოცნებები,ოცნებად,ოცნებებში,ოცნებების"
"576","შეუძლებელი","sheudzlebeli","adj","impossible","5.248","225.09","139.05","5.352","5.143","0.4118","0.0341","0","0","შეუძლებელია,შეუძლებელი,შეუძლებელიც,შეუძლებელიაო,შეუძლებელს"
"577","ფილმი","pilmi","noun","film, movie","5.248","102.31","305.88","5.010","5.486","0.2500","0.0436","0","0","ფილმი,ფილმის,ფილმები,ფილმს,ფილმებს,ფილმების,ფილმში,ფილმია"
"578","გამოცდილება","gamots'dileba","noun","experience","5.248","87.43","357.58","4.942","5.553","0.2353","0.0808","0","0","გამოცდილება,გამოცდილების,გამოცდილებით,გამოცდილებას,გამოცდილებიდან,გამოცდილებაც,გამოცდილებაზე,გამოცდილებაა"
"579","გამართლება","gamartleba","verb","to justify, to excuse, to acquit","5.246","176.72","175.35","5.247","5.244","0.3971","0.0436","0","0","ამართლებს,გაამართლებს,გაამართლა,გაუმართლა,გაგიმართლა,გამიმართლა,გამართლება,გაგიმართლოს"
"580","ოპერაცია","op'eratsia","noun","operation, surgery","5.245","124.63","248.32","5.096","5.395","0.1765","0.0259","0","0","ოპერაცია,ოპერაციის,ოპერაციას,ოპერაციაა,ოპერაციები,ოპერაციების,ოპერაციებს,ოპერაციაზე"
"581","გათიშვა","gatishva","verb","to disconnect, to switch off, to disable","5.245","195.32","158.12","5.291","5.199","0.2941","0.0342","0","0","ითიშება,გაითიშა,გათიშვა,გავთიშე,თიშავს,გათიშე,გათიშეთ,გათიშვის"
"582","სოფელი","sopeli","noun","village","5.243","124.63","245.39","5.096","5.390","0.2059","0.0377","0","0","სოფელში,სოფლის,სოფელი,სოფლებში,სოფელ,სოფლიდან,სოფ,სოფელს"
"583","მეტრო","met'ro","noun","metro, subway","5.241","76.27","398.65","4.882","5.601","0.1471","0.0642","0","0","მ,მეტრო,მეტროს,მეტროში,მეტროსთან,მეტროდან,მეტროთი,მეტრომდე"
"584","არასწორი","arastsori","adj","incorrect, wrong, false","5.240","225.09","134.10","5.352","5.127","0.4118","0.0365","0","0","არასწორი,არასწორია,არასწორ,არასწორმა,არასწორს,არასწორიაო"
"585","ცვლა","tsvla","verb","shift, change, replacement","5.239","135.80","221.55","5.133","5.345","0.2647","0.0411","0","0","იცვლება,ცვლიან,იცვლის,ვცვლი,ეცვლება,ცვლი,იცვლებოდა,ცვალო"
"587","ფერი","peri","noun","color","5.239","143.24","209.64","5.156","5.321","0.2794","0.0368","0","0","ფერის,ფერი,ფერები,ფერს,ფერების,ფერია,ფერებში,ფერზე"
"588","დანებება","danebeba","verb","to surrender, to give up","5.239","199.04","150.79","5.299","5.178","0.3824","0.0343","0","0","დავანებოთ,დავანებე,დაანებე,დანებება,დაანება,დაანებეთ,დავანებო,დაანებო"
"589","ნერვიულობა","nerviuloba","verb","to be nervous, to worry","5.237","377.63","78.74","5.577","4.896","0.5000","0.0205","0","0","ინერვიულო,ვნერვიულობ,ნერვიულობ,ნერვიულობა,ინერვიულოთ,ნერვიულობის,ნერვიულობს,ნერვიულობით"
"590","ვიღაც","vighats","pron","someone, somebody","5.236","139.52","212.94","5.145","5.328","0.3382","0.0559","0","0","ვიღაც,ვიგაც,ვიღაცეებმა,ვირაც,ვეღაც,ვიღ,ვიღაცებს"
"591","პირადი","p'iradi","adj","personal, private","5.236","128.36","231.09","5.108","5.364","0.3235","0.0575","0","0","პირადი,პირადში,პირად,პირადშიც,პირადზე,პირადს,პირადმა"
"592","სიცილი","sitsili","verb","laughter, laugh","5.236","440.87","67.19","5.644","4.827","0.3088","0.0102","0","0","იცინის,ვიცინე,იცინოდა,იცინიან,ვიცინი,მიცინია,იცინე,იცინი"
"593","კედელი","k'edeli","noun","wall","5.234","213.93","137.40","5.330","5.138","0.3971","0.0250","0","0","კედელზე,კედელი,კედლის,კედელს,კედლები,კედლებზე,კედელში,კედლებს"
"594","როგორიც","rogorits","pron","such as, like, which","5.234","150.68","194.97","5.178","5.290","0.3529","0.0483","0","0","როგორიც,როგორიცაა,როგორებიცაა,როგორებიც"
"595","რომელიმე","romelime","pron","any, some (indefinite)","5.234","106.03","276.73","5.025","5.442","0.2647","0.0763","0","0","რომელიმე,რომელიმეს,რომელიმემ,რომელიმეზე,რომელიმეში"
"596","სუნი","suni","noun","smell, odor, scent","5.233","232.53","126.04","5.366","5.101","0.4706","0.0241","0","0","სუნი,სუნს,სუნის,სუნით,სუნიც,სუნია,სუნზე,სუნად"
"597","უცნაური","utsnauri","adj","strange, unusual, odd","5.233","288.33","101.29","5.460","5.006","0.5000","0.0276","0","0","უცნაური,უცნაურია,უცნაურ,უცნაურს"
"598","ადვილი","advili","adj","easy, simple","5.232","191.60","152.25","5.282","5.183","0.4559","0.0400","0","0","ადვილი,ადვილია,ადვილ,უადვილესია,უადვილესი,ადვილიც"
"599","პაციენტი","patsient'i","noun","patient","5.230","221.37","130.25","5.345","5.115","0.1618","0.0165","0","0","პაციენტი,პაციენტს,პაციენტის,პაციენტებს,პაციენტები,პაციენტების,პაციენტმა,პაციენტებში"
"600","გაჩენა","gachena","verb","to appear, to be born, to arise","5.229","139.52","205.42","5.145","5.313","0.3382","0.0436","0","0","ჩნდება,გაჩნდა,გაჩნდება,გაუჩნდა,აჩენს,გაჩენა,გაჩნდეს,გააჩინა"
"601","ოღონდ","oghond","conj","only, just, provided that","5.226","46.51","608.38","4.668","5.784","0.1324","0.1464","0","0","ოღონდ,ოგონდ,ოღონთ,ოღ,ოღონ,ნდ,ორონდ,ოღონც"
"602","ჩასვლა","chasvla","verb","to go down, to descend, to arrive (at a destination)","5.225","191.60","147.12","5.282","5.168","0.3824","0.0355","0","0","ჩადის,ჩასვლა,ჩავედი,ჩავიდა,ჩავალ,ჩახვალ,ჩავა,ჩადი"
"603","ჩაწერა","chatsera","verb","to record, to write down, to register","5.223","91.15","306.43","4.960","5.486","0.2206","0.0561","0","0","ჩავწერე,ჩაწერე,ჩავწერო,ჩაწერო,ჩაწერ,ჩაწერის,ჩაწერას,ჩავწერ"
"604","ცენტრი","tsent'ri","noun","center","5.222","113.47","245.39","5.055","5.390","0.2500","0.0457","0","0","ცენტრში,ცენტრი,ცენტრის,ცენტრს,ცენტრიდან,ცენტრ,ცენტრები,ცენტრებისთვის"
"605","საუკუნე","sauk'une","noun","century","5.222","120.91","230.17","5.082","5.362","0.3529","0.0399","0","0","საუკუნის,საუკუნეში,საუკუნე,საუკუნეების,საუკუნეა,საუკუნეებში,საუკუნიდან,საუკუნეები"
"606","ტკივილი","t'k'ivili","noun","pain, ache","5.222","113.47","245.02","5.055","5.389","0.2647","0.0349","0","0","ტკივილი,ტკივილები,ტკივილს,ტკივილის,ტკივილია,ტკივილით,ტკივილიც,ტკივილმა"
"607","მოძებნა","modzebna","verb","to find, to search for","5.222","202.76","137.04","5.307","5.137","0.4118","0.0381","0","0","მოძებნე,მოძებნა,მოვძებნე,მოვძებნო,მოძებნო,მოიძებნება,მოვძებნი,მოძებნეთ"
"608","კატა","k'at'a","noun","cat","5.221","262.29","105.32","5.419","5.023","0.2059","0.0147","0","0","კატა,კატას,კატის,კატები,კატებს,კატების,კატამ,კატაა"
"609","ზომა","zoma","noun","size, measure, extent","5.220","117.19","234.57","5.069","5.370","0.2794","0.0463","0","0","ზომის,ზომა,ზომები,ზომით,ზომას,ზომაში,ზომების,ზომაზე"
"610","გამოყურება","gamoqureba","verb","to look, to appear (visually)","5.219","474.36","57.84","5.676","4.762","0.6324","0.0154","0","0","გამოიყურება,გამოიყურებოდა,გამოიყურებოდეს,გამოიყურები,გამოიყურებიან,გამოვიყურები,გამოიყურებოდნენ,გამოიყურებით"
"611","ნდობა","ndoba","verb","trust, confidence","5.219","280.89","97.62","5.449","4.990","0.3529","0.0206","0","0","ვენდობი,ენდო,ენდობი,ენდობა,ვენდო,ენდობით,ენდოთ,ენდე"
"612","საკვები","sak'vebi","noun","food, nourishment","5.218","124.63","218.99","5.096","5.340","0.2647","0.0255","0","0","საკვები,საკვების,საკვებს,საკვებთან,საკვებზე,საკვებით,საკვებში,საკვებად"
"613","სრულიად","sruliad","adv","entirely, completely, absolutely","5.217","139.52","194.42","5.145","5.289","0.3676","0.0479","0","0","სრულიად,სრულიადაც,სრუალიად"
"614","ციხე","tsikhe","noun","prison, fortress, castle","5.217","366.46","73.97","5.564","4.869","0.3824","0.0144","0","0","ციხეში,ციხე,ციხის,ციხიდან,ციხეს,ციხეზე,ციხეშია,ციხეშიც"
"615","მანამდე","manamde","adv","until then, before that","5.216","120.91","224.12","5.082","5.350","0.3088","0.0622","0","0","მანამდე,მანამდეც"
"616","ძილი","dzili","noun","to sleep","5.216","225.09","119.99","5.352","5.079","0.4412","0.0217","0","0","ძილის,ძილი,ძილში,ძილს,ძილიც,ძილით,ძილშიც,ძილზე"
"617","ფრენა","prena","verb","flight, to fly","5.215","359.02","75.07","5.555","4.875","0.3235","0.0120","0","0","ფრენა,დაფრინავს,დაფრინავენ,ფრენას,დაფრინავდა,ვაფრენ,დავფრინავთ,იფრენს"
"618","მომზადება","momzadeba","verb","preparation, training","5.215","262.29","102.39","5.419","5.010","0.5000","0.0205","0","0","მომზადება,მოსამზადებლად,მოამზადებს,მოგამზადებთ,მოამზადეთ,მოემზადეთ,მოემზადე,მოამზადა"
"619","მინიმუმ","minimum","adv","minimum, at least","5.214","98.59","271.42","4.994","5.434","0.2500","0.0680","0","0","მინიმუმ,მიიმუმ,მინუმუმ"
"620","მცირე","mtsire","adj","small, little, minor","5.213","117.19","227.97","5.069","5.358","0.2647","0.0528","0","0","მცირე,მცირეა,უმცირესი,უმცირეს,მცირედან,მცირეს"
"621","სუფთა","supta","adj","clean, pure, clear","5.213","184.16","144.55","5.265","5.160","0.3971","0.0363","0","0","სუფთა,სუფთაა,სუფტა,სუფთას,სუფთაზე"
"622","მღერა","mghera","verb","to sing","5.213","288.33","92.31","5.460","4.965","0.3824","0.0162","0","0","მღერის,მღერიან,იმღერა,მღეროდა,იმღერებს,იმღეროს,მღეროდნენ,იმღერე"
"623","პოსტი","p'ost'i","noun","post, position, station","5.212","50.23","529.36","4.701","5.724","0.1176","0.1070","0","0","პოსტი,პოსტში,პოსტები,პოსტს,პოსტის,პოსტებს,პოსტების,პოსტია"
"624","ხორცი","khortsi","noun","meat, flesh","5.212","109.75","242.09","5.040","5.384","0.2353","0.0198","0","0","ხორცი,ხორცის,ხორცს,ხორცით,ხორცია,ხორცზე,ხორცში,ხორციც"
"625","უარი","uari","noun","refusal, denial","5.212","180.44","146.94","5.256","5.167","0.4412","0.0382","0","0","უარი,უარს,უარის,უარზე,უარით,უარზეა,უარია,უარ"
"626","ძნელი","dzneli","adj","difficult, hard","5.211","161.84","163.62","5.209","5.214","0.3971","0.0441","0","0","ძნელია,ძნელი,ძნელ"
"627","ისევე","iseve","adv","as well, likewise, just as","5.211","195.32","135.39","5.291","5.132","0.4118","0.0356","0","0","ისევე,ისევეა,ისვე"
"628","განსხვავება","ganskhvaveba","noun","difference, distinction","5.211","117.19","225.59","5.069","5.353","0.2353","0.0331","0","0","განსხვავება,განსხვავებაა,განსხვავებას,განსხვავებები,განსხვავების,განსხვავებებია,განსხვავებაც,განსხვავებიტ"
"629","გაქრობა","gakroba","verb","to disappear, to vanish, to extinguish","5.211","262.29","100.74","5.419","5.003","0.5000","0.0262","0","0","გაქრა,გაქრება,გაქრეს,გააქრეს,გამიქრა,გაქრობა,გაქრნენ,გამქრალა"
"630","ვარჯიში","varjishi","noun","exercise, training, practice","5.211","31.62","835.15","4.500","5.922","0.0588","0.0490","0","0","ვარჯიში,ვარჯიშის,ვარჯიშს,ვარჯიშები,ვარჯიშზე,ვარჯიშით,ვარჯიშებს,ვარჯიშების"
"631","დასმა","dasma","verb","to put, to place, to ask (a question)","5.210","132.08","199.55","5.121","5.300","0.2941","0.0505","0","0","დავსვი,დასმა,დასვა,დასვი,დასვით,დამისვა,დაუსვეს,დაუსვა"
"632","დარღვევა","darghveva","verb","violation, infringement, breach","5.210","210.21","125.12","5.323","5.097","0.3676","0.0187","0","0","არღვევს,დარღვევის,ირღვევა,ვარღვევ,დაარღვია,დარღვევას,არღვევ,დავარღვიე"
"633","ნიშანი","nishani","noun","sign, mark, symbol","5.210","176.72","148.77","5.247","5.173","0.3235","0.0322","0","0","ნიშანი,ნიშნები,ნიშანია,ნიშნის,ნიშნად,ნიშანს,ნიშნების,ნიშნით"
"634","ცეცხლი","tsetskhli","noun","fire","5.208","370.18","70.49","5.568","4.848","0.5000","0.0134","0","0","ცეცხლი,ცეცხლის,ცეცხლზე,ცეცხლს,ცეცხლში,ცეცხლით,ცეცხლთან,ცეცხლიდან"
"635","მძიმე","mdzime","adj","heavy, severe, difficult","5.208","154.40","168.57","5.189","5.227","0.3676","0.0394","0","0","მძიმე,მძიმეა,უმძიმესი,მძიმეს,უმძიმეს,მძიმეების,მძიმეები,მძი"
"636","ურთიერთობა","urtiertoba","noun","relationship, communication, interaction","5.203","150.68","169.30","5.178","5.229","0.3529","0.0324","0","0","ურთიერთობა,ურთიერთობის,ურთიერთობაში,ურთიერთობას,ურთიერთობები,ურთიერთობების,ურთიერთობებს,ურთიერთობებში"
"637","მოწერა","mots'era","verb","to write (to someone), to send a message","5.203","79.99","318.17","4.903","5.503","0.2206","0.0799","0","0","მომწერეთ,მომწერე,მოგწერ,მოგწერე,მომწეროთ,მომწერა,მომწეროს,მომწერეს"
"638","პირიქით","p'irik'it","adv","on the contrary, vice versa, conversely","5.203","94.87","268.12","4.977","5.428","0.2941","0.0711","0","0","პირიქით,პირიქითაა,პირიქითაც,პირიქიტ,პირიკით"
"639","სასამართლო","sasamartlo","noun","court, judiciary","5.203","262.29","96.89","5.419","4.986","0.3235","0.0142","0","0","სასამართლო,სასამართლოს,სასამართლოში,სასამართლოზე,სასამართლომ,სასამართლომდე,სასამართლოსთვის,სასამართლოები"
"640","გეგმა","gegma","noun","plan, scheme","5.201","239.97","105.14","5.380","5.022","0.4118","0.0235","0","0","გეგმა,გეგმები,გეგმის,გეგმაში,გეგმას,გეგმებს,გეგმაა,გეგმების"
"641","შეძენა","shedzena","verb","to acquire, to purchase, to buy","5.201","124.63","202.12","5.096","5.306","0.2059","0.0398","0","0","შევიძინო,შევიძინე,შეიძინა,შეიძინეთ,შევიძენ,შეიძინოთ,შეძენას,შეიძინო"
"642","გონება","goneba","noun","mind, intellect, reason","5.200","247.41","101.66","5.393","5.007","0.4853","0.0225","0","0","გონება,გონების,გონებას,გონებაში,გონებით,გონებაზე,გონებიდან,გონებაა"
"643","განხილვა","gankhilva","verb","discussion, review, consideration","5.200","135.80","184.70","5.133","5.266","0.3382","0.0428","0","0","განვიხილოთ,განხილვა,განიხილება,განვიხილავთ,განიხილავს,განვიხილავ,განიხილავენ,განიხილავ"
"644","ხსენება","khseneba","verb","to mention, to commemorate","5.199","132.08","189.65","5.121","5.278","0.3235","0.0490","0","0","მახსენდება,ვიხსენებ,ვახსენე,ახსენე,მახსენებს,ახსენა,ახსენებს,იხსენებს"
"645","გაღვიძება","gaghvidzeba","verb","to wake up, to awaken","5.199","336.70","74.34","5.527","4.871","0.3824","0.0188","0","0","გავიღვიძე,ვიღვიძებ,გაიღვიძე,იღვიძებს,გამეღვიძა,გაღვიძება,გაიღვიძა,გაიღვიძებ"
"646","ოთხი","otkhi","num","four","5.198","288.33","86.26","5.460","4.936","0.4412","0.0219","0","0","ოთხი,ოთხ,ოთხია,ოთხიდან,ოთხს,ოთხის,ოთხზე,ოთხში"
"647","ბევრად","bevrad","adv","much, a lot","5.196","109.75","224.67","5.040","5.352","0.3235","0.0555","0","0","ბევრად,ბევრათ,ბეევრად"
"648","ნივთი","nivti","noun","item, object, thing","5.196","210.21","117.24","5.323","5.069","0.3382","0.0196","0","0","ნივთი,ნივთები,ნივთის,ნივთების,ნივთებს,ნივთს,ნივთზე,ნივთებზე"
"649","ღვინო","ghvino","noun","wine","5.193","221.37","109.91","5.345","5.041","0.3676","0.0146","0","0","ღვინო,ღვინის,ღვინოს,ღვინით,ღვინოში,ღვინოსთან,ღვინოც,ღვინოზე"
"650","ყური","q'uri","noun","ear","5.193","165.56","146.94","5.219","5.167","0.3529","0.0291","0","0","ყურში,ყურის,ყური,ყურები,ყურების,ყურს,ყურებში,ყურებს"
"651","იმდენად","imdenad","adv","so much, to such an extent","5.192","132.08","183.24","5.121","5.263","0.2794","0.0488","0","0","იმდენად,იმდენადაა"
"652","მირჩევნია","mirchevnia","verb","to prefer","5.192","120.91","200.10","5.082","5.301","0.3235","0.0547","0","0","მირჩევნია,ურჩევნია,გირჩევნია,გირჩევნიათ,ურჩევნიათ,მერჩივნა,გერჩივნოს,მირჩევია"
"653","სასიამოვნო","sasiamovno","adj","pleasant, enjoyable, nice","5.190","318.10","75.44","5.503","4.878","0.5294","0.0201","0","0","სასიამოვნო,სასიამოვნოა,სასიამოვნოს"
"654","საერთო","saerto","adj","common, general, total","5.190","128.36","186.90","5.108","5.272","0.3235","0.0435","0","0","საერთო,საერთოს,საერთოა,საერტო,საერთოც,საერთოში"
"655","აღნიშვნა","aghnishvna","verb","to note, to mark, to mention","5.186","146.96","159.95","5.167","5.204","0.3676","0.0371","0","0","აღნიშნავს,აღნიშნა,აღინიშნოს,აღინიშნება,ავღნიშნე,აღვნიშნე,აღნიშნე,ავღნიშნო"
"656","წერილი","ts'erili","noun","letter, writing","5.185","306.94","76.54","5.487","4.884","0.4706","0.0162","0","0","წერილი,წერილები,წერილის,წერილს,წერილში,წერილებს,წერილების,წერილიც"
"657","გამაჩნია","gamachnia","verb","to have, to possess, to depend","5.184","65.11","358.87","4.814","5.555","0.2059","0.0864","0","0","გააჩნია,გააჩნიათ,გამაჩნია,გაგაჩნია,გააჩნდა,გაგაჩნიათ,გაგვაჩნია,გააჩნდათ"
"658","ცემა","tsema","verb","to beat, to hit, to pulsate","5.183","225.09","103.12","5.352","5.013","0.4118","0.0271","0","0","ვცემ,ცემა,სცემს,მცემს,სცემენ,ეცი,ცემით,ეცით"
"659","მანძილი","mandzili","noun","distance","5.182","150.68","153.72","5.178","5.187","0.3235","0.0349","0","0","მანძილზე,მანძილი,მანძილის,მანძილს,მანძილით,მანძილებზე,მანძილია,მანძილიდან"
"660","მეთქი","metqi","particle","I said, quote (quotative particle)","5.181","79.99","287.18","4.903","5.458","0.1912","0.0667","0","0","მეთქი,მეტქი,მეთი,მეთ,მეთქვი"
"661","მამაკაცი","mamak'atsi","noun","man, male","5.180","210.21","109.17","5.323","5.038","0.4118","0.0224","0","0","მამაკაცი,მამაკაცის,მამაკაცს,მამაკაცები,მამაკაცების,მამაკაცებს,მამაკაცებში,მამაკაცში"
"662","დაკავშირება","dak'avshireba","verb","to connect, to link, to contact","5.180","109.75","208.90","5.040","5.320","0.2500","0.0539","0","0","უკავშირდება,დამიკავშირდით,დაკავშირება,დაგვიკავშირდით,დაუკავშირდი,აკავშირებს,დავუკავშირდე,დაუკავშირდით"
"663","გარშემო","garshemo","adv","around, surrounding","5.177","206.48","109.36","5.315","5.039","0.4706","0.0251","0","0","გარშემო,გარშემოც,გარშემოა,გარეშემო"
"664","წაყვანა","ts'aqvana","verb","to take, to lead, to carry","5.177","314.38","71.77","5.497","4.856","0.6324","0.0191","0","0","წაიყვანა,წაიყვანე,წავიყვანო,წაიყვანეს,წაყვანა,წაიყვანენ,წაიყვანს,წაიყვანო"
"665","შესაძლებლობა","shesadzlebloba","noun","possibility, opportunity, capability","5.177","132.08","170.77","5.121","5.232","0.3088","0.0422","0","0","შესაძლებლობა,შესაძლებლობები,შესაძლებლობას,შესაძლებლობების,შესაძლებლობებს,შესაძლებლობის,შესაძლებლობებით,შესაძლებლობებზე"
